Eb	Hebrew	Male	My father is light
Ebby	Hebrew	Male	My father is light
Ebner	Hebrew	Male	My father is light
Abornazine	Abnaki	Male	Keeper of the flame
Bornbazine	Abnaki	Male	Keeper of the flame
Bornbazine	Abnaki	Male	Keeper of the flame
Abra	Hebrew	Female	Mother of many
Abraham	Hebrew	Male	Father of many
Abarran	Hebrew	Male	Father of many
Abe	Hebrew	Male	Father of many
Abrahamo	Hebrew	Male	Father of many
Abrahan	Hebrew	Male	Father of many
Abram	Hebrew	Male	Father of many
Abrami	Hebrew	Male	Father of many
Abramo	Hebrew	Male	Father of many
Abran	Hebrew	Male	Father of many
Avram	Hebrew	Male	Father of many
Avrom	Hebrew	Male	Father of many
Bram	Hebrew	Male	Father of many
Ibrahim	Hebrew	Male	Father of many
Abarran	Hebrew	Male	Father of many
Abe	Hebrew	Male	Father of many
Abrahamo	Hebrew	Male	Father of many
Abrahan	Hebrew	Male	Father of many
Abram	Hebrew	Male	Father of many
Abrami	Hebrew	Male	Father of many
Abramo	Hebrew	Male	Father of many
Abran	Hebrew	Male	Father of many
Avram	Hebrew	Male	Father of many
Avrom	Hebrew	Male	Father of many
Bram	Hebrew	Male	Father of many
Ibrahim	Hebrew	Male	Father of many
Abram	Hebrew	Male	My father is lofty
Abe	Hebrew	Male	My father is lofty
Abie	Hebrew	Male	My father is lofty
Abramo	Hebrew	Male	My father is lofty
Avram	Hebrew	Male	My father is lofty
Bram	Hebrew	Male	My father is lofty
Abe	Hebrew	Male	My father is lofty
Abie	Hebrew	Male	My father is lofty
Abramo	Hebrew	Male	My father is lofty
Avram	Hebrew	Male	My father is lofty
Bram	Hebrew	Male	My father is lofty
Absalom	Hebrew	Male	My father is peace
Absolon	Hebrew	Male	My father is peace
Absolon	Hebrew	Male	My father is peace
Acacia	Greek	Female	Thorny/resurrection
Cacia	Greek	Female	Thorny/resurrection
Casey	Greek	Female	Thorny/resurrection
Casia	Greek	Female	Thorny/resurrection
Cassie	Greek	Female	Thorny/resurrection
Cacia	Greek	Female	Thorny/resurrection
Casey	Greek	Female	Thorny/resurrection
Casia	Greek	Female	Thorny/resurrection
Cassie	Greek	Female	Thorny/resurrection
Acadia	Micmac	Female	Village, town
Acadia	Old French	Female	From Acadia
Acaija	Greek	Female	Joy, happiness
Acantha	Greek	Female	Thorned
Accalia	Latin	Female	Foster-mother of Romulus and Remus
Ace	Latin	Male	Unity
Acer	Latin	Male	Unity
Acie	Latin	Male	Unity
Acer	Latin	Male	Unity
Acie	Latin	Male	Unity
Aceline	Old French	Female	Noble, highborn
Aceline	Old French	Female	Noble, highborn
Aceline	Old French	Female	Noble, highborn
Acenith	African	Female	Goddess of love
Acestes	Greek	Male	Mythological Trojan king
Achaius	Irish Gaelic	Male	Horseman
Achala	Hindu	Female	Steady
Achalaa	Hindu	Female	Steady
Achalaa	Hindu	Female	Steady
Acharon	Hebrew	Male	Last
Achates	Greek	Male	Mythological figure
Achav	Hebrew	Male	Uncle
Ahab	Hebrew	Male	Uncle
Ahab	Hebrew	Male	Uncle
Achazya	Hebrew	Male	Held by god
Achazia	Hebrew	Male	Held by god
Achaziah	Hebrew	Male	Held by god
Achazyahu	Hebrew	Male	Held by god
Ahaziah	Hebrew	Male	Held by god
Ahaziahu	Hebrew	Male	Held by god
Achazia	Hebrew	Male	Held by god
Achaziah	Hebrew	Male	Held by god
Achazyahu	Hebrew	Male	Held by god
Ahaziah	Hebrew	Male	Held by god
Ahaziahu	Hebrew	Male	Held by god
Achban	Hebrew	Male	Brother of a smart man
Achelous	Greek	Male	God of the river
Acher	Hebrew	Male	Other
Acheron	Greek	Male	River of woe
Achida	Hebrew	Male	Smart brother
Achilles	Greek	Male	From Achillos
Achill	Greek	Male	From Achillos
Achille	Greek	Male	From Achillos
Achillea	Greek	Male	From Achillos
Akil	Greek	Male	From Achillos
Akilles	Greek	Male	From Achillos
Achill	Greek	Male	From Achillos
Achille	Greek	Male	From Achillos
Achillea	Greek	Male	From Achillos
Akil	Greek	Male	From Achillos
Akilles	Greek	Male	From Achillos
Achim	Hebrew	Male	God will judge
Acim	Hebrew	Male	God will judge
Acim	Hebrew	Male	God will judge
Achimelech	Hebrew	Male	The king is my brother
Ahimelech	Hebrew	Male	The king is my brother
Ahimelech	Hebrew	Male	The king is my brother
Achisar	Hebrew	Male	The prince is my brother
Achishar	Hebrew	Male	My brother is a song
Ahishar	Hebrew	Male	My brother is a song
Ahishar	Hebrew	Male	My brother is a song
Achiya	Hebrew	Male	God is my brother
Achiyahu	Hebrew	Male	God is my brother
Ahia	Hebrew	Male	God is my brother
Ahiah	Hebrew	Male	God is my brother
Achiyahu	Hebrew	Male	God is my brother
Ahia	Hebrew	Male	God is my brother
Ahiah	Hebrew	Male	God is my brother
Achsah	Hebrew	Female	Anklet
Achsa	Hebrew	Female	Anklet
Achsa	Hebrew	Female	Anklet
Acima	Hebrew	Female	The Lord will judge
Ackerley	Old English	Male	From the oak meadow
Ackleigh	Old English	Male	From the oak meadow
Ackley	Old English	Male	From the oak meadow
Ackerleigh	Old English	Male	From the oak meadow
Ackleigh	Old English	Male	From the oak meadow
Ackley	Old English	Male	From the oak meadow
Ackerleigh	Old English	Male	From the oak meadow
Actaeon	Greek	Male	Mythological figure
Acton	Old English	Male	From the oak tree village
Ada	Old English	Female	Happy, prosperous
Aida	Old English	Female	Happy, prosperous
Aida	Old English	Female	Happy, prosperous
Adad	Greek	Male	God of storms and floods
Adael	Hebrew	Male	God's ornament
Adiel	Hebrew	Male	God's ornament
Adiel	Hebrew	Male	God's ornament
Adah	Hebrew	Female	Tiara or crown
Adaiah	Hebrew	Male	Witness of God
Adaia	Hebrew	Male	Witness of God
Adaya	Hebrew	Male	Witness of God
Adaia	Hebrew	Male	Witness of God
Adaya	Hebrew	Male	Witness of God
Adair	Scots Gaelic	Male	From the oak tree ford
Adare	Scots Gaelic	Male	From the oak tree ford
Adare	Scots Gaelic	Male	From the oak tree ford
Adalard	Old German	Male	Noble and courageous
Adelard	Old German	Male	Noble and courageous
Adelard	Old German	Male	Noble and courageous
Adalfieri	Italian	Male	Noble oath
Adalheidis	Norse	Female	Noble, regal one
Aalt	Norse	Female	Noble, regal one
Aaltje	Norse	Female	Noble, regal one
Adalheid	Norse	Female	Noble, regal one
Aleida	Norse	Female	Noble, regal one
Alida	Norse	Female	Noble, regal one
Aalt	Norse	Female	Noble, regal one
Aaltje	Norse	Female	Noble, regal one
Adalheid	Norse	Female	Noble, regal one
Aleida	Norse	Female	Noble, regal one
Alida	Norse	Female	Noble, regal one
Adalia	Hebrew	Female	God is my refuge; noble
Adalric	Old German	Male	Highborn ruler
Adelric	Old German	Male	Highborn ruler
Adelric	Old German	Male	Highborn ruler
Adam	Hebrew	Male	Man of the red earth
Ad	Hebrew	Male	Man of the red earth
Adamo	Hebrew	Male	Man of the red earth
Adams	Hebrew	Male	Man of the red earth
Adan	Hebrew	Male	Man of the red earth
Adao	Hebrew	Male	Man of the red earth
Addam	Hebrew	Male	Man of the red earth
Addie	Hebrew	Male	Man of the red earth
Addis	Hebrew	Male	Man of the red earth
Addison	Hebrew	Male	Man of the red earth
Addy	Hebrew	Male	Man of the red earth
Ade	Hebrew	Male	Man of the red earth
Adhamh	Hebrew	Male	Man of the red earth
Adnet	Hebrew	Male	Man of the red earth
Adnot	Hebrew	Male	Man of the red earth
Ad	Hebrew	Male	Man of the red earth
Adamo	Hebrew	Male	Man of the red earth
Adams	Hebrew	Male	Man of the red earth
Adan	Hebrew	Male	Man of the red earth
Adao	Hebrew	Male	Man of the red earth
Addam	Hebrew	Male	Man of the red earth
Addie	Hebrew	Male	Man of the red earth
Addis	Hebrew	Male	Man of the red earth
Addison	Hebrew	Male	Man of the red earth
Addy	Hebrew	Male	Man of the red earth
Ade	Hebrew	Male	Man of the red earth
Adhamh	Hebrew	Male	Man of the red earth
Adnet	Hebrew	Male	Man of the red earth
Adnot	Hebrew	Male	Man of the red earth
Adamina	Latin	Female	Of the red earth
Ada	Latin	Female	Of the red earth
Addie	Latin	Female	Of the red earth
Mina	Latin	Female	Of the red earth
Ada	Latin	Female	Of the red earth
Addie	Latin	Female	Of the red earth
Mina	Latin	Female	Of the red earth
Adamma	African - Nigerian	Female	Pretty child
Adamnan	Irish Gaelic	Male	Little Adam
Adhamhnan	Irish Gaelic	Male	Little Adam
Adhamhnan	Irish Gaelic	Male	Little Adam
Adamya	Hindu	Male	Difficult
Adanna	African - Nigerian	Female	Father's daughter
Adapa	Greek	Male	Mythological figure
Adar	Hebrew	Neutral	High, eminent; or fire
Adar	Syrian	Male	Ruler, prince
Adara	Greek	Female	Beauty
Addae	African - Ghanian	Male	Morning sun
Addison	Old English	Male	Son of Adam
Ad	Old English	Male	Son of Adam
Adisson	Old English	Male	Son of Adam
Ad	Old English	Male	Son of Adam
Adisson	Old English	Male	Son of Adam
Addula	Old German	Female	Noble cheer
Ade	African - Nigerian	Male	Royal, regal
Adebayo	African - Nigerian	Male	He was happy
Adeben	African - Ghanian	Male	Twelfth- born son
Adebola	African - Nigerian	Female	Her honor
Adedagbo	African - Nigerian	Female	Happiness, joy
Adejola	African - Nigerian	Male	The crown needs honor
Adel	Old German	Male	Noble, highborn
Adal	Old German	Male	Noble, highborn
Adal	Old German	Male	Noble, highborn
Adelaide	Old German	Female	Noble, highborn
Ada	Old German	Female	Noble, highborn
Adaliah	Old German	Female	Noble, highborn
Adan	Old German	Female	Noble, highborn
Addalah	Old German	Female	Noble, highborn
Addie	Old German	Female	Noble, highborn
Addiah	Old German	Female	Noble, highborn
Adele	Old German	Female	Noble, highborn
Adella	Old German	Female	Noble, highborn
Adia	Old German	Female	Noble, highborn
Aida	Old German	Female	Noble, highborn
Adalia	Old German	Female	Noble, highborn
Aline	Old German	Female	Noble, highborn
Alyosha	Old German	Female	Noble, highborn
Del	Old German	Female	Noble, highborn
Della	Old German	Female	Noble, highborn
Delly	Old German	Female	Noble, highborn
Edeline	Old German	Female	Noble, highborn
Eline	Old German	Female	Noble, highborn
Heidi	Old German	Female	Noble, highborn
Lady	Old German	Female	Noble, highborn
Ada	Old German	Female	Noble, highborn
Adaliah	Old German	Female	Noble, highborn
Adan	Old German	Female	Noble, highborn
Addalah	Old German	Female	Noble, highborn
Addie	Old German	Female	Noble, highborn
Addiah	Old German	Female	Noble, highborn
Adele	Old German	Female	Noble, highborn
Adella	Old German	Female	Noble, highborn
Adia	Old German	Female	Noble, highborn
Aida	Old German	Female	Noble, highborn
Adalia	Old German	Female	Noble, highborn
Aline	Old German	Female	Noble, highborn
Alyosha	Old German	Female	Noble, highborn
Del	Old German	Female	Noble, highborn
Della	Old German	Female	Noble, highborn
Delly	Old German	Female	Noble, highborn
Edeline	Old German	Female	Noble, highborn
Eline	Old German	Female	Noble, highborn
Heidi	Old German	Female	Noble, highborn
Lady	Old German	Female	Noble, highborn
Adelar	Old German	Male	Noble eagle
Adal	Old German	Male	Noble eagle
Adalar	Old German	Male	Noble eagle
Adalard	Old German	Male	Noble eagle
Adelard	Old German	Male	Noble eagle
Adal	Old German	Male	Noble eagle
Adalar	Old German	Male	Noble eagle
Adalard	Old German	Male	Noble eagle
Adelard	Old German	Male	Noble eagle
Adeleke	African - Nigerian	Female	The crown brings happiness
Adelinda	Old German	Female	Noble, sweet
Adeline	Old German	Female	Noble, sweet
Linda	Old German	Female	Noble, sweet
Adeline	Old German	Female	Noble, sweet
Linda	Old German	Female	Noble, sweet
Adeline	Old German	Female	Noble, highborn
Adalina	Old German	Female	Noble, highborn
Adelind	Old German	Female	Noble, highborn
Adella	Old German	Female	Noble, highborn
Aline	Old German	Female	Noble, highborn
Dalina	Old German	Female	Noble, highborn
Daline	Old German	Female	Noble, highborn
Delina	Old German	Female	Noble, highborn
Delly	Old German	Female	Noble, highborn
Delyne	Old German	Female	Noble, highborn
Edelie	Old German	Female	Noble, highborn
Lina	Old German	Female	Noble, highborn
Adalina	Old German	Female	Noble, highborn
Adelind	Old German	Female	Noble, highborn
Adella	Old German	Female	Noble, highborn
Aline	Old German	Female	Noble, highborn
Dalina	Old German	Female	Noble, highborn
Daline	Old German	Female	Noble, highborn
Delina	Old German	Female	Noble, highborn
Delly	Old German	Female	Noble, highborn
Delyne	Old German	Female	Noble, highborn
Edelie	Old German	Female	Noble, highborn
Lina	Old German	Female	Noble, highborn
Adelpha	Greek	Female	Beloved sister
Adena	Hebrew	Female	Decoration
Adeola	African - Nigerian	Female	Crown
Adola	African - Nigerian	Female	Crown
Dola	African - Nigerian	Female	Crown
Adola	African - Nigerian	Female	Crown
Dola	African - Nigerian	Female	Crown
Aderes	Hebrew	Female	Cape
Aderet	Hebrew	Female	Cape
Aderet	Hebrew	Female	Cape
Adesimbo	African - Nigerian	Female	Noble birth
Adesina	African - Nigerian	Female	First of many children
Adesola	African - Nigerian	Male	The crown honors us
Adheesha	Hindu	Male	King
Adhideva	Hindu	Male	Supreme god
Adhika	Hindu	Female	Increase
Adhita	Hindu	Female	Student
Adia	African - Swahili	Female	Gift from God
Adiba	Arabic	Female	Cultured, refined
Adiel	Hebrew	Male	God is an ornament
Adiella	Hebrew	Female	The Lord's decoration
Adika	African - Ghanian	Male	First child from second husband
Adil	Arabic	Male	Fair, just
Adila	Arabic	Female	Just, fair
Adilah	Arabic	Female	Just, fair
Adilah	Arabic	Female	Just, fair
Adima	Old German	Female	Noble, famous
Adin	Hebrew	Neutral	Slender
Adina	Hebrew	Female	Gentle, delicate
Adin	Hebrew	Female	Gentle, delicate
Adine	Hebrew	Female	Gentle, delicate
Dina	Hebrew	Female	Gentle, delicate
Adin	Hebrew	Female	Gentle, delicate
Adine	Hebrew	Female	Gentle, delicate
Dina	Hebrew	Female	Gentle, delicate
Adinah	Israeli	Female	Ornament, pleasure
Adina	Israeli	Female	Ornament, pleasure
Adina	Israeli	Female	Ornament, pleasure
Adio	African - Nigerian	Male	Righteous
Adir	Hebrew	Male	Noble, also Great
Adira	Hebrew	Female	Noble, powerful
Adisa	African - Nigerian	Male	One who is clear
Aditi	Hindu	Female	Free
Aditsan	Navajo	Male	Listener
Aditya	Hindu	Male	The sun
Aaditva	Hindu	Male	The sun
Aaditva	Hindu	Male	The sun
Adiv	Hebrew	Male	Agreeable, gentle
Adiva	Arabic	Female	Agreeable, gentle
Adlai	Hebrew	Female	Just
Adlai	Hebrew	Male	My ornament
Ad	Hebrew	Male	My ornament
Addie	Hebrew	Male	My ornament
Adley	Hebrew	Male	My ornament
Ad	Hebrew	Male	My ornament
Addie	Hebrew	Male	My ornament
Adley	Hebrew	Male	My ornament
Adler	Old German	Male	Eagle
Ad	Old German	Male	Eagle
Adlar	Old German	Male	Eagle
Ad	Old German	Male	Eagle
Adlar	Old German	Male	Eagle
Admete	Greek	Female	Mythological figure
Admon	Hebrew	Male	Red peony
Adnah	Hebrew	Male	Ornamented
Adnan	Arabic	Male	Pleasure
Adney	Old English	Male	From the noble's island
Adoeete	Kiowa	Male	Tree
Adoerte	Kiowa	Male	Tree
Adooeette	Kiowa	Male	Tree
Adoerte	Kiowa	Male	Tree
Adooeette	Kiowa	Male	Tree
Adofo	African - Ghanian	Male	Warrior
Adolph	Old German	Male	Noble wolf
Ad	Old German	Male	Noble wolf
Adolfo	Old German	Male	Noble wolf
Adolfus	Old German	Male	Noble wolf
Adolphe	Old German	Male	Noble wolf
Dolph	Old German	Male	Noble wolf
Dolphus	Old German	Male	Noble wolf
Ad	Old German	Male	Noble wolf
Adolfo	Old German	Male	Noble wolf
Adolfus	Old German	Male	Noble wolf
Adolphe	Old German	Male	Noble wolf
Dolph	Old German	Male	Noble wolf
Dolphus	Old German	Male	Noble wolf
Adolpha	Old German	Female	Noble wolf
Adom	African - Ghanian	Male	God's blessing
Adon	Hebrew	Male	Lord
Adoncia	Spanish	Female	Sweet
Doncia	Spanish	Female	Sweet
Doncia	Spanish	Female	Sweet
Adonia	Greek	Female	Beautiful, godlike
Adoniah	Hebrew	Male	The Lord is my God
Adonia	Hebrew	Male	The Lord is my God
Adonijah	Hebrew	Male	The Lord is my God
Adoniya	Hebrew	Male	The Lord is my God
Adoniyah	Hebrew	Male	The Lord is my God
Adonia	Hebrew	Male	The Lord is my God
Adonijah	Hebrew	Male	The Lord is my God
Adoniya	Hebrew	Male	The Lord is my God
Adoniyah	Hebrew	Male	The Lord is my God
Adonis	Greek	Male	Handsome
Adora	Latin	Female	Adored or Gift or Glory
Adorabelle	Latin	Female	Adored or Gift or Glory
Adoree	Latin	Female	Adored or Gift or Glory
Adoria	Latin	Female	Adored or Gift or Glory
Dora	Latin	Female	Adored or Gift or Glory
Dori	Latin	Female	Adored or Gift or Glory
Dory	Latin	Female	Adored or Gift or Glory
Adorabelle	Latin	Female	Adored or Gift or Glory
Adoree	Latin	Female	Adored or Gift or Glory
Adoria	Latin	Female	Adored or Gift or Glory
Dora	Latin	Female	Adored or Gift or Glory
Dori	Latin	Female	Adored or Gift or Glory
Dory	Latin	Female	Adored or Gift or Glory
Adorna	Latin	Female	Adorned one
Adowa	African - Ghanian	Female	Born on Tuesday
Adra	Arabic	Female	Virgin
Adara	Arabic	Female	Virgin
Adara	Arabic	Female	Virgin
Adrastea	Greek	Female	Greek nymph
Adri	Hindu	Male	Fortress, rock
Adria	Old English	Female	Black, dark
Adrea	Old English	Female	Black, dark
Adriah	Old English	Female	Black, dark
Adrea	Old English	Female	Black, dark
Adriah	Old English	Female	Black, dark
Adrian	Latin	Neutral	From Adria or Dark one
Ade	Latin	Neutral	From Adria or Dark one
Adiran	Latin	Neutral	From Adria or Dark one
Adrea	Latin	Neutral	From Adria or Dark one
Adria	Latin	Neutral	From Adria or Dark one
Adriana	Latin	Neutral	From Adria or Dark one
Adriane	Latin	Neutral	From Adria or Dark one
Adriano	Latin	Neutral	From Adria or Dark one
Adrie	Latin	Neutral	From Adria or Dark one
Adryan	Latin	Neutral	From Adria or Dark one
Hadria	Latin	Neutral	From Adria or Dark one
Ade	Latin	Neutral	From Adria or Dark one
Adiran	Latin	Neutral	From Adria or Dark one
Adrea	Latin	Neutral	From Adria or Dark one
Adria	Latin	Neutral	From Adria or Dark one
Adriana	Latin	Neutral	From Adria or Dark one
Adriane	Latin	Neutral	From Adria or Dark one
Adriano	Latin	Neutral	From Adria or Dark one
Adrie	Latin	Neutral	From Adria or Dark one
Adryan	Latin	Neutral	From Adria or Dark one
Hadria	Latin	Neutral	From Adria or Dark one
Adriane	Old German	Female	Black earth
Adriana	Old German	Female	Black earth
Adrianna	Old German	Female	Black earth
Adriannah	Old German	Female	Black earth
Adriena	Old German	Female	Black earth
Adrienne	Old German	Female	Black earth
Adriana	Old German	Female	Black earth
Adrianna	Old German	Female	Black earth
Adriannah	Old German	Female	Black earth
Adriena	Old German	Female	Black earth
Adrienne	Old German	Female	Black earth
Adriel	Hebrew	Male	From God's congregation
Adsila	Cherokee	Female	Blossom
Aduke	African - Nigerian	Female	Beloved, dear
Adunbi	African - Nigerian	Male	Pleasant
Adusa	African - Ghanian	Male	Thirteenth-born
Adwele	African - Tanzanian	Male	God brings me
Adwin	African	Male	Creative
Adya	Hindu	Female	Sunday
Adzo	African - Ghanian	Female	Born on Monday
Adjoa	African - Ghanian	Female	Born on Monday
Adwoa	African - Ghanian	Female	Born on Monday
Adjoa	African - Ghanian	Female	Born on Monday
Adwoa	African - Ghanian	Female	Born on Monday
Aeacus	Greek	Male	Son of Zeus
Aedus	Irish Gaelic	Male	Fire
Aegeus	Greek	Male	Goatskin shield of Zeus
Aegis	Greek	Male	Goatskin shield of Zeus
Aegis	Greek	Male	Goatskin shield of Zeus
Aegina	Greek	Female	
Aegyptus	Greek	Male	King of Egypt
Aenea	Greek	Female	Worthy
Aeneas	Greek	Male	He who is praised
Aineas	Greek	Male	He who is praised
Eneas	Greek	Male	He who is praised
Enne	Greek	Male	He who is praised
Aineas	Greek	Male	He who is praised
Eneas	Greek	Male	He who is praised
Enne	Greek	Male	He who is praised
Aeolus	Greek	Male	Changeable one
Aeson	Greek	Male	Father of Jason in Greek myth
Aetios	Greek	Male	Eagle
Afa	Polynesian	Male	Hurricane
Afaf	Arabic	Female	Virtuous
Afafa	African - Ghanian	Female	First child from second husband
Afei	Polynesian	Female	Wrap around
Afi	Polynesian	Male	Fire
Afif	Arabic	Male	Chaste
Afiya	African - Swahili	Female	Health
Afra	Arabic	Female	Color of earth
Affera	Arabic	Female	Color of earth
Affery	Arabic	Female	Color of earth
Aphra	Arabic	Female	Color of earth
Affera	Arabic	Female	Color of earth
Affery	Arabic	Female	Color of earth
Aphra	Arabic	Female	Color of earth
Afraima	Arabic	Female	Fertile
Africa	Irish Gaelic	Female	Pleasant
Afprica	Irish Gaelic	Female	Pleasant
Aifric	Irish Gaelic	Female	Pleasant
Apirka	Irish Gaelic	Female	Pleasant
Apirkah	Irish Gaelic	Female	Pleasant
Afprica	Irish Gaelic	Female	Pleasant
Aifric	Irish Gaelic	Female	Pleasant
Apirka	Irish Gaelic	Female	Pleasant
Apirkah	Irish Gaelic	Female	Pleasant
Afryea	African - Ghanian	Female	Born during happy times
Afton	Old English	Neutral	From Afton
Afu	Polynesian	Male	Hot
Afua	African - Ghanian	Female	Born on Friday
Afuvale	Polynesian	Female	Mulberry tree
Agalia	Greek	Female	Happy, joyous
Aganju	African - Yoruban	Male	Son of the Earth goddess Odudua
Agapi	Greek	Female	Love, affection
Agapios	Greek	Male	Love
Agastya	Hindu	Male	Patron saint of southern India
